Open,High,Low,Close,short_ma,long_ma,rsi,macd,macd_hist,macd_signal,Close_pct_change
1771.75,1782.5,1715.86,1759.01,1981.04,2230.98,31.81,-58.62,-9.48,-49.13,-3.0
1736.2,1753.83,1702.92,1705.64,1973.86,2224.37,27.95,-64.81,-12.54,-52.27,-1.0
1694.02,1724.57,1676.42,1687.7,1966.12,2218.43,26.77,-70.35,-14.47,-55.88,0.0
1673.78,1702.12,1669.94,1695.38,1957.52,2212.55,28.17,-73.28,-13.92,-59.36,-7.0
1613.83,1629.1,1579.28,1579.55,1945.9,2206.67,21.51,-83.98,-19.69,-64.29,-2.0
1591.77,1605.06,1548.85,1555.08,1934.03,2199.93,20.42,-93.36,-23.26,-70.1,-2.0
1560.52,1568.22,1451.31,1527.8,1921.77,2193.16,19.24,-101.82,-25.37,-76.44,-4.0
1494.94,1513.24,1467.1,1470.93,1909.58,2186.84,17.03,-111.82,-28.3,-83.52,-3.0
1395.79,1454.04,1387.06,1423.19,1897.96,2180.43,15.43,-122.19,-30.94,-91.25,5.0
1459.47,1507.51,1459.47,1499.4,1887.42,2174.93,27.19,-122.85,-25.27,-97.57,0.0
1505.52,1528.33,1480.69,1501.64,1878.2,2169.21,27.51,-121.78,-19.37,-102.41,-3.0
1514.76,1516.12,1458.34,1464.04,1868.04,2163.46,25.49,-122.56,-16.11,-106.44,-0.0
1456.8,1465.7,1418.15,1460.71,1855.73,2156.31,25.31,-122.04,-12.47,-109.56,3.0
1472.56,1499.58,1466.78,1498.8,1844.01,2149.82,31.2,-117.2,-6.11,-111.09,-1.0
1491.45,1491.45,1458.41,1480.46,1833.04,2143.46,29.98,-113.53,-1.96,-111.58,1.0
1479.01,1504.24,1473.13,1492.33,1821.54,2136.34,31.84,-108.42,2.52,-110.95,6.0
1479.27,1595.48,1473.22,1580.81,1812.83,2129.16,43.86,-96.12,11.86,-107.98,1.0
1602.6,1641.56,1581.08,1597.31,1803.85,2122.49,45.77,-84.08,19.12,-103.2,1.0
1586.4,1608.76,1548.81,1605.3,1795.37,2116.4,46.72,-73.04,24.13,-97.17,0.0
1582.93,1621.11,1574.65,1605.95,1787.72,2110.79,46.81,-63.51,26.92,-90.44,-2.0
1604.11,1607.2,1565.97,1570.19,1779.93,2105.38,42.91,-58.18,25.81,-83.99,4.0
1563.96,1626.99,1558.81,1626.26,1772.77,2100.39,49.94,-48.86,28.1,-76.96,5.0
